rownb	customerkey	customer_name	customer_country	customer_city	customer_postalcode	customer_street	plantkey	full_address	latitude	longitude
549	549	Wehner and Sons	France	Montesson	78364 CEDEX	82 Northland Circle	6	82 Northland Circle 78364 CEDEX Montesson France	48.90771103	2.14903283
550	550	Ledner, Hettinger and Balistreri	Sweden	Huddinge	141 53	6 Spenser Avenue	8	6 Spenser Avenue 141 53 Huddinge Sweden	59.2434767	17.9769507
551	551	Parker Inc	France	Paris 15	75737 CEDEX 15	46798 Shopko Center	6	46798 Shopko Center 75737 CEDEX 15 Paris 15 France	48.84170532	2.29961514
552	552	Mayer Group	Sweden	Sala	733 24	763 Declaration Plaza	8	763 Declaration Plaza 733 24 Sala Sweden	59.92022705	16.60564423
553	553	Quigley, Rolfson and Bernhard	Slovenia	Dobje pri Planini	3224	3913 Blaine Road	6	3913 Blaine Road 3224 Dobje pri Planini Slovenia	46.13740921	15.39424896
554	554	Prohaska-Dickens	Hungary	Eger	3304	653 Debra Avenue	5	653 Debra Avenue 3304 Eger Hungary	41.967861	-72.57239
555	555	Smitham, Hodkiewicz and Doyle	Norway	Oslo	712	0 Melrose Lane	8	0 Melrose Lane 712 Oslo Norway	42.52391	-96.489518
556	556	Murray-Cassin	Sweden	Linköping	582 02	509 Marcy Way	8	509 Marcy Way 582 02 Linköping Sweden	58.40612793	15.64208984
557	557	Grimes LLC	France	La Ravoire	73494 CEDEX	5449 Summit Crossing	6	5449 Summit Crossing 73494 CEDEX La Ravoire France	45.5582695	5.96359682
558	558	Reichel, Keeling and Fritsch	Czech Republic	Načeradec	257 08	74 Westport Court	5	74 Westport Court 257 08 Načeradec Czech Republic	49.584288	14.8882483
559	559	Wilderman, Schamberger and Morissette	France	Tournon-sur-Rhône	07309 CEDEX	18 Dunning Pass	6	18 Dunning Pass 07309 CEDEX Tournon-sur-Rhône France	45.0688324	4.8312664
560	560	Vandervort-Kerluke	Greece	Mílos	NA	06062 New Castle Road	5	06062 New Castle Road  Mílos Greece	40.8778191	-79.9505939
561	561	Waters-Senger	Sweden	Nacka	131 46	7 Union Junction	8	7 Union Junction 131 46 Nacka Sweden	59.3168049	18.2115107
562	562	Harris-Murazik	France	Wintzenheim	68925 CEDEX	66 Shasta Junction	6	66 Shasta Junction 68925 CEDEX Wintzenheim France	48.07289886	7.29031706
563	563	Murray, Lang and Jenkins	Czech Republic	Mirotice	364 71	92 Banding Point	5	92 Banding Point 364 71 Mirotice Czech Republic	13.0368761	77.6023068
564	564	Gusikowski LLC	Poland	Spytkowice	34-745	81 Fieldstone Crossing	5	81 Fieldstone Crossing 34-745 Spytkowice Poland	44.07126798	-70.47229494
565	565	Stiedemann, Hirthe and Runolfsdottir	France	Pau	64029 CEDEX 9	2 Fair Oaks Center	6	2 Fair Oaks Center 64029 CEDEX 9 Pau France	47.8895093	1.7858214
566	566	Hickle, Strosin and Altenwerth	France	Redon	35605 CEDEX	11284 Alpine Street	6	11284 Alpine Street 35605 CEDEX Redon France	47.65171432	-2.08460689
567	567	Stehr-McDermott	Czech Republic	Vilémov	783 22	303 Esch Park	5	303 Esch Park 783 22 Vilémov Czech Republic	49.50878384	5.94485938
568	568	Heaney-Johnston	Slovenia	Lovrenc na Pohorju	2344	52 Onsgard Junction	6	52 Onsgard Junction 2344 Lovrenc na Pohorju Slovenia	46.53923416	15.38881683
569	569	Farrell Group	Poland	Trzebnica	55-100	57 Spenser Avenue	5	57 Spenser Avenue 55-100 Trzebnica Poland	51.3067894	17.05865479
570	570	Zboncak, Baumbach and Kuphal	Sweden	Falkenberg	311 35	2 Oxford Junction	8	2 Oxford Junction 311 35 Falkenberg Sweden	56.9032359	12.500839
571	571	Hirthe and Sons	Finland	Ylitornio	95601	61438 Beilfuss Plaza	8	61438 Beilfuss Plaza 95601 Ylitornio Finland	66.31642914	23.67129898
572	572	Hayes-Gottlieb	Greece	Léchovo	NA	490 Sunnyside Place	5	490 Sunnyside Place  Léchovo Greece	40.687422	-79.685667
573	573	Leannon-Ferry	France	Limoges	87066 CEDEX 2	57223 Westend Terrace	6	57223 Westend Terrace 87066 CEDEX 2 Limoges France	45.82852936	1.26175392
574	574	Moore, Considine and Langworth	Czech Republic	Chřibská	407 44	66 Bunker Hill Trail	5	66 Bunker Hill Trail 407 44 Chřibská Czech Republic	50.983112	14.2705
575	575	Wyman, Hoppe and Jacobi	Hungary	Szeged	6704	4637 Merrick Plaza	5	4637 Merrick Plaza 6704 Szeged Hungary	46.24996185	20.16189957
576	576	Romaguera, Lind and Goyette	Czech Republic	Ráječko	679 02	57 Schurz Center	5	57 Schurz Center 679 02 Ráječko Czech Republic	49.39282227	16.64113045
577	577	Nikolaus LLC	Finland	Lammi	16901	16177 Sycamore Place	8	16177 Sycamore Place 16901 Lammi Finland	61.0786171	25.00993729
578	578	Lemke Inc	Sweden	Höganäs	263 25	7431 Pierstorff Drive	8	7431 Pierstorff Drive 263 25 Höganäs Sweden	56.20085526	12.5515852
579	579	Rosenbaum, Considine and Mosciski	France	Croix	59961 CEDEX	24 Burrows Lane	6	24 Burrows Lane 59961 CEDEX Croix France	39.963753	-74.267499
580	580	Barrows Group	Croatia	Laslovo	31214	42158 Rowland Pass	6	42158 Rowland Pass 31214 Laslovo Croatia	45.41460419	18.69641113
581	581	Rau-Reilly	Poland	Praszka	46-320	561 Eastlawn Drive	5	561 Eastlawn Drive 46-320 Praszka Poland	41.154489	-80.659415
582	582	Bednar-Bashirian	Greece	Níkaia	NA	16130 Oneill Street	5	16130 Oneill Street  Níkaia Greece	37.96817398	23.64353561
583	583	Prohaska, Mertz and Cole	Czech Republic	Klatovy	341 42	67002 Donald Alley	5	67002 Donald Alley 341 42 Klatovy Czech Republic	49.2659854	13.409197
584	584	Schaden LLC	Poland	Załuski	09-142	00 Porter Street	5	00 Porter Street 09-142 Załuski Poland	44.22848355	-70.5146912
585	585	Bernier Group	Greece	Ágios Vasíleios	NA	320 Ludington Place	5	320 Ludington Place  Ágios Vasíleios Greece	37.79333878	22.8012352
586	586	Pfannerstill, Blanda and Prohaska	France	Paris 08	75419 CEDEX 08	629 Brickson Park Circle	6	629 Brickson Park Circle 75419 CEDEX 08 Paris 08 France	48.85689545	2.35084867
587	587	Boehm and Sons	Finland	Töysä	63600	5 Scott Center	8	5 Scott Center 63600 Töysä Finland	40.54112105	-75.45486109
588	588	Goyette LLC	Poland	Pawonków	42-772	7454 North Alley	5	7454 North Alley 42-772 Pawonków Poland	39.45064951	-86.90390084
589	589	Sipes-Haag	Czech Republic	Staré Město	788 32	36243 Laurel Road	5	36243 Laurel Road 788 32 Staré Město Czech Republic	50.16172791	16.94713402
590	590	Cummings-Runolfsdottir	Lithuania	Šventoji	98044	1 Bayside Road	8	1 Bayside Road 98044 Šventoji Lithuania	56.02854538	21.08269501
591	591	Murazik, Rutherford and DuBuque	Poland	Tworków	47-451	373 Manufacturers Street	5	373 Manufacturers Street 47-451 Tworków Poland	-29.60847062	30.37203542
592	592	West-Ondricka	France	Arras	62010 CEDEX	647 Pierstorff Place	6	647 Pierstorff Place 62010 CEDEX Arras France	50.29301071	2.78178263
593	593	Reynolds, Rohan and Raynor	Poland	Stanisław Górny	34-103	00 Maywood Plaza	5	00 Maywood Plaza 34-103 Stanisław Górny Poland	49.91256304	19.62669283
594	594	Fay-Mohr	Poland	Drezdenko	66-530	6866 Sommers Circle	5	6866 Sommers Circle 66-530 Drezdenko Poland	52.83989716	15.83053398
595	595	McClure, Cormier and Raynor	Sweden	Stockholm	120 16	366 Summerview Road	8	366 Summerview Road 120 16 Stockholm Sweden	47.01268031	-68.08642033
596	596	Armstrong and Sons	Sweden	Örebro	701 81	0 Caliangt Terrace	8	0 Caliangt Terrace 701 81 Örebro Sweden	59.2744751	15.19732666
597	597	Gerhold, Bayer and Feeney	Czech Republic	Pecka	507 82	6 Fremont Center	5	6 Fremont Center 507 82 Pecka Czech Republic	50.4799881	15.60841084
598	598	Hansen Inc	United Kingdom	Langley	SG4	67533 Lakewood Gardens Circle	7	67533 Lakewood Gardens Circle SG4 Langley United Kingdom	51.933827	-0.2324836
599	599	McKenzie-Harber	Denmark	København	1608	933 Kings Point	8	933 Kings Point 1608 København Denmark	33.921085	-81.246655
600	600	Stamm LLC	France	Juvisy-sur-Orge	91265 CEDEX	4367 Fulton Road	6	4367 Fulton Road 91265 CEDEX Juvisy-sur-Orge France	48.69127655	2.37618065
601	601	Hickle, Hayes and Mitchell	Estonia	Sillamäe	NA	5516 Lighthouse Bay Hill	8	5516 Lighthouse Bay Hill  Sillamäe Estonia	59.39312744	27.77087593
602	602	Purdy, Borer and Mann	Poland	Baranowo	06-320	3975 Chinook Alley	5	3975 Chinook Alley 06-320 Baranowo Poland	38.2950775	-120.2779645
603	603	Keeling-Wehner	Poland	Rajsko	32-626	9 Tennyson Hill	5	9 Tennyson Hill 32-626 Rajsko Poland	43.0714868	-75.3071813
604	604	Brakus and Sons	France	Paris 13	75659 CEDEX 13	166 Texas Terrace	6	166 Texas Terrace 75659 CEDEX 13 Paris 13 France	34.83039775	-82.4369882
605	605	Wilkinson and Sons	France	Périgueux	24053 CEDEX	9 John Wall Trail	6	9 John Wall Trail 24053 CEDEX Périgueux France	45.18681335	0.7218309
606	606	Wolf Group	United Kingdom	Newton	IV1	5 Tennessee Road	7	5 Tennessee Road IV1 Newton United Kingdom	57.4633609	-4.2030823
607	607	Corkery-Armstrong	Sweden	Solna	169 65	1945 Tony Parkway	8	1945 Tony Parkway 169 65 Solna Sweden	33.8999145	-81.135213
608	608	Fritsch, Franecki and O'Keefe	France	Montceau-les-Mines	71309 CEDEX	47 Hoepker Point	6	47 Hoepker Point 71309 CEDEX Montceau-les-Mines France	46.67536545	4.36555243
609	609	Lowe Inc	Sweden	Vikbolandet	610 25	1 Sachs Alley	8	1 Sachs Alley 610 25 Vikbolandet Sweden	58.53514862	16.56443024
610	610	Jerde-Ward	France	Massy	91309 CEDEX	0 Vernon Lane	6	0 Vernon Lane 91309 CEDEX Massy France	48.7226496	2.25943625
611	611	Treutel-Hickle	Czech Republic	Třemošnice	538 43	535 3rd Point	5	535 3rd Point 538 43 Třemošnice Czech Republic	49.8748698	15.5766497
612	612	Beahan, Fadel and Waters	Czech Republic	Karlovy Vary	360 01	9 Loomis Terrace	5	9 Loomis Terrace 360 01 Karlovy Vary Czech Republic	50.23203659	12.87099266
613	613	Hettinger-Renner	Czech Republic	Chvalšiny	382 08	79 Blue Bill Park Court	5	79 Blue Bill Park Court 382 08 Chvalšiny Czech Republic	32.7233575	-114.62179985
614	614	Rutherford LLC	France	Paris 09	75455 CEDEX 09	6 Pierstorff Pass	6	6 Pierstorff Pass 75455 CEDEX 09 Paris 09 France	33.18077469	-94.9766922
615	615	Ernser and Sons	Czech Republic	Velká Polom	747 64	87 Golf Place	5	87 Golf Place 747 64 Velká Polom Czech Republic	49.8627828	18.0911244
616	616	McLaughlin Inc	France	Arras	62972 CEDEX 9	1721 Everett Center	6	1721 Everett Center 62972 CEDEX 9 Arras France	50.29301071	2.78178263
617	617	Grimes, Leffler and Wuckert	Sweden	Kinna	511 58	2770 West Avenue	8	2770 West Avenue 511 58 Kinna Sweden	43.1919952	-77.8034453
618	618	Koss, Johnston and Kub	Sweden	Ystad	271 37	23 Luster Place	8	23 Luster Place 271 37 Ystad Sweden	55.4414446	13.8064359
619	619	Littel-Gleason	Czech Republic	Studenec	675 02	83128 Beilfuss Center	5	83128 Beilfuss Center 675 02 Studenec Czech Republic	49.19968796	16.06101227
620	620	Von, Shields and Larson	Estonia	Sindi	NA	35 Manley Street	8	35 Manley Street  Sindi Estonia	58.4041635	24.6663383
621	621	Collins Inc	France	Grenoble	38035 CEDEX 2	3 Karstens Junction	6	3 Karstens Junction 38035 CEDEX 2 Grenoble France	45.19425583	5.73166895
622	622	Ullrich, MacGyver and Heidenreich	Sweden	Tidaholm	522 32	8 Ridgeway Junction	8	8 Ridgeway Junction 522 32 Tidaholm Sweden	58.1878322	13.9575747
623	623	Farrell and Sons	Greece	Samothráki	NA	32247 Maywood Way	5	32247 Maywood Way  Samothráki Greece	40.45438385	25.5848217
624	624	Dach and Sons	Greece	Souflí	NA	00 Sloan Way	5	00 Sloan Way  Souflí Greece	41.1930275	26.30045891
625	625	Metz, Shanahan and Strosin	Sweden	Enköping	745 38	58926 Marcy Park	8	58926 Marcy Park 745 38 Enköping Sweden	59.62297821	17.05828857
626	626	Orn and Sons	Finland	Luhanka	19950	166 Eastwood Lane	8	166 Eastwood Lane 19950 Luhanka Finland	33.54770947	-80.79848325
627	627	Cremin-Lindgren	France	Carquefou	44474 CEDEX	4048 Brickson Park Street	6	4048 Brickson Park Street 44474 CEDEX Carquefou France	47.29689026	-1.49222374
628	628	Koepp-Hayes	Greece	Makrychóri	NA	37 Texas Way	5	37 Texas Way  Makrychóri Greece	42.8690862	-76.9914565
629	629	Schroeder-Sanford	France	Quimperlé	29399 CEDEX	87 Vermont Way	6	87 Vermont Way 29399 CEDEX Quimperlé France	47.87130737	-3.54839754
630	630	Jast, Schimmel and Goldner	France	Toulon	83060 CEDEX	30857 Lillian Parkway	6	30857 Lillian Parkway 83060 CEDEX Toulon France	43.12519073	5.93103933
631	631	Zemlak-Conn	Czech Republic	Štítina	747 91	2998 Sheridan Crossing	5	2998 Sheridan Crossing 747 91 Štítina Czech Republic	49.91390228	18.01083946
632	632	Koch, Botsford and Gottlieb	Sweden	Järfälla	175 54	190 Emmet Park	8	190 Emmet Park 175 54 Järfälla Sweden	34.00961117	-85.30242979
633	633	Frami-Botsford	France	Dieppe	76883 CEDEX	5 Pleasure Crossing	6	5 Pleasure Crossing 76883 CEDEX Dieppe France	49.92752075	1.08789849
634	634	Aufderhar-Larkin	Sweden	Bromölla	295 37	7441 Charing Cross Parkway	8	7441 Charing Cross Parkway 295 37 Bromölla Sweden	34.10119824	-81.18259131
635	635	Hettinger Group	France	Niort	79072 CEDEX 9	97794 Utah Plaza	6	97794 Utah Plaza 79072 CEDEX 9 Niort France	46.32385635	-0.45758361
636	636	Howell-Keeling	France	Lille	59034 CEDEX	983 Towne Terrace	6	983 Towne Terrace 59034 CEDEX Lille France	45.74005508	-107.61012268
637	637	Renner, Schumm and Gutmann	Sweden	Perstorp	284 32	2313 Colorado Lane	8	2313 Colorado Lane 284 32 Perstorp Sweden	43.20412178	-77.94020303
638	638	Wunsch-Fritsch	France	Orsay	91893 CEDEX	8 Ilene Circle	6	8 Ilene Circle 91893 CEDEX Orsay France	48.69900894	2.18785906
639	639	Crist, Moen and Weissnat	France	Fontenay-sous-Bois	94124 CEDEX	301 Vermont Point	6	301 Vermont Point 94124 CEDEX Fontenay-sous-Bois France	46.19362091	4.71342422
640	640	Greenfelder-Jones	Hungary	Szombathely	9704	7 Beilfuss Street	5	7 Beilfuss Street 9704 Szombathely Hungary	47.2627762	16.6022438
641	641	Stehr, Pollich and Hartmann	Spain	Zamora	49003	24 Carioca Place	6	24 Carioca Place 49003 Zamora Spain	41.50476837	-5.74289179
642	642	Green-Wolf	Czech Republic	Tlumačov	763 62	45 Oxford Pass	5	45 Oxford Pass 763 62 Tlumačov Czech Republic	49.25322723	17.49540329
643	643	Sporer-Conroy	Sweden	Borås	501 88	5918 Erie Way	8	5918 Erie Way 501 88 Borås Sweden	43.05108378	-77.11376772
644	644	Terry, Gleichner and Johnston	Finland	Lappeenranta	54300	77638 Lien Crossing	8	77638 Lien Crossing 54300 Lappeenranta Finland	60.99795151	28.06098175
645	645	Schowalter-Bosco	Sweden	Ljungskile	459 91	40 Shelley Junction	8	40 Shelley Junction 459 91 Ljungskile Sweden	58.22465134	11.91982841
646	646	Ward LLC	Hungary	Pécs	7631	28 Corry Alley	5	28 Corry Alley 7631 Pécs Hungary	46.041957	18.2559262
647	647	Kautzer Group	Czech Republic	Velké Losiny	788 15	47766 Sunnyside Junction	5	47766 Sunnyside Junction 788 15 Velké Losiny Czech Republic	50.041218	17.051156
648	648	Tromp Inc	Sweden	Göteborg	412 86	49367 Gerald Circle	8	49367 Gerald Circle 412 86 Göteborg Sweden	30.35531664	-97.52306864
649	649	Von-Morissette	France	Valence	26009 CEDEX	1 American Point	6	1 American Point 26009 CEDEX Valence France	44.92995834	4.88993979
650	650	Blick and Sons	Czech Republic	Dolní Černilov	503 03	65500 Fuller Junction	5	65500 Fuller Junction 503 03 Dolní Černilov Czech Republic	50.26168823	15.96191216
651	651	Toy, Sanford and Bartell	Czech Republic	Terezín	788 14	6207 Elmside Court	5	6207 Elmside Court 788 14 Terezín Czech Republic	50.01630402	17.03881073
652	652	Johnston, West and Gleason	Greece	Féres	NA	446 Graceland Trail	5	446 Graceland Trail  Féres Greece	40.89331055	26.17373657
653	653	Barrows-Powlowski	Croatia	Hodošan	40320	0291 Meadow Vale Crossing	6	0291 Meadow Vale Crossing 40320 Hodošan Croatia	46.3931427	16.64148903
654	654	Yundt and Sons	France	Bègles	33324 CEDEX	3 Annamark Crossing	6	3 Annamark Crossing 33324 CEDEX Bègles France	44.80749512	-0.5488739
655	655	Rice, Smith and O'Hara	France	Remiremont	88204 CEDEX	6 Kedzie Road	6	6 Kedzie Road 88204 CEDEX Remiremont France	48.01649094	6.58974648
656	656	Kling LLC	Greece	Sidirókastro	NA	809 Oak Valley Alley	5	809 Oak Valley Alley  Sidirókastro Greece	40.63909371	-80.07944554
657	657	Hamill-Stamm	Sweden	Piteå	941 65	221 Sundown Crossing	8	221 Sundown Crossing 941 65 Piteå Sweden	30.0107325	-98.1073677
658	658	Bechtelar-Volkman	Czech Republic	Nová Paka	509 01	10122 Lighthouse Bay Circle	5	10122 Lighthouse Bay Circle 509 01 Nová Paka Czech Republic	50.4945488	15.51607323
659	659	Larkin, Gulgowski and Dickinson	Finland	Hollola	15880	0460 Vahlen Plaza	8	0460 Vahlen Plaza 15880 Hollola Finland	60.98974228	25.45613098
660	660	Gerhold and Sons	France	Castelsarrasin	82104 CEDEX	9697 8th Junction	6	9697 8th Junction 82104 CEDEX Castelsarrasin France	44.04201126	1.10534263
661	661	Shields Group	Sweden	Karlskoga	691 26	0 Cascade Drive	8	0 Cascade Drive 691 26 Karlskoga Sweden	34.0862255	-84.594845
662	662	Rodriguez LLC	Czech Republic	Tlumačov	763 62	9 Pleasure Court	5	9 Pleasure Court 763 62 Tlumačov Czech Republic	49.2505122	17.4970362
663	663	Considine, Howell and Kihn	Norway	Trondheim	7404	624 Charing Cross Avenue	8	624 Charing Cross Avenue 7404 Trondheim Norway	41.71545109	-88.0182519
664	664	Hilll-Waters	France	Le Puy-en-Velay	43010 CEDEX	8 Merrick Hill	6	8 Merrick Hill 43010 CEDEX Le Puy-en-Velay France	45.04362488	3.88519549
665	665	Nikolaus Inc	Sweden	Sundsvall	857 42	9325 Graedel Trail	8	9325 Graedel Trail 857 42 Sundsvall Sweden	62.3907547	17.3071022
666	666	Goldner-Hoeger	France	Bagnolet	93175 CEDEX	88106 Merrick Place	6	88106 Merrick Place 93175 CEDEX Bagnolet France	48.86870956	2.4177084
667	667	Moore-Bartoletti	United Kingdom	Norton	NN11	5 Sheridan Plaza	7	5 Sheridan Plaza NN11 Norton United Kingdom	52.3543261	-1.2695683
668	668	Tremblay, Bauch and Fritsch	Spain	Malaga	29071	60 Burning Wood Terrace	6	60 Burning Wood Terrace 29071 Malaga Spain	39.76357516	-81.12162845
669	669	Pacocha, Daniel and Bartell	Czech Republic	Teplice	415 01	972 Cottonwood Hill	5	972 Cottonwood Hill 415 01 Teplice Czech Republic	50.63995743	13.82454014
670	670	Schultz-Lindgren	Czech Republic	Chropyně	768 11	79085 Continental Point	5	79085 Continental Point 768 11 Chropyně Czech Republic	49.35686111	17.36405563
671	671	Pfeffer-Will	Croatia	Hvar	21450	43495 Heffernan Trail	6	43495 Heffernan Trail 21450 Hvar Croatia	43.17259216	16.44322968
672	672	Dickens, Reilly and Kling	Sweden	Storvik	812 30	3 South Avenue	8	3 South Avenue 812 30 Storvik Sweden	43.20866322	-77.94031077
673	673	Cummings, Dickinson and McDermott	Sweden	Trollhättan	461 37	416 Claremont Trail	8	416 Claremont Trail 461 37 Trollhättan Sweden	58.3302869	12.2639845
674	674	Mertz, Walsh and Strosin	France	Villefranche-sur-Mer	06239 CEDEX	55 Northfield Center	6	55 Northfield Center 06239 CEDEX Villefranche-sur-Mer France	43.70425415	7.31008244
675	675	Runolfsdottir, Harber and Windler	Sweden	Kävlinge	244 82	848 Hazelcrest Lane	8	848 Hazelcrest Lane 244 82 Kävlinge Sweden	55.7912941	13.10734749
676	676	Stanton-Beatty	France	Beauvais	60022 CEDEX	8 Thackeray Park	6	8 Thackeray Park 60022 CEDEX Beauvais France	49.4292984	2.08105969
677	677	Lemke-Zieme	Sweden	Arvika	671 41	2 Schurz Court	8	2 Schurz Court 671 41 Arvika Sweden	59.672216	12.6062163
678	678	Schimmel Inc	France	Créteil	94952 CEDEX 9	5 Ridgeway Parkway	6	5 Ridgeway Parkway 94952 CEDEX 9 Créteil France	48.78961182	2.45259738
679	679	Steuber, Boyer and Nicolas	France	Lorient	56326 CEDEX	7 Oriole Park	6	7 Oriole Park 56326 CEDEX Lorient France	47.74765396	-3.36471605
680	680	Hoppe-Ernser	Denmark	København	1370	7784 Florence Point	8	7784 Florence Point 1370 København Denmark	44.7311245	-92.851024
681	681	Willms, Stoltenberg and Miller	Slovenia	Šenčur	4208	98457 Grayhawk Court	6	98457 Grayhawk Court 4208 Šenčur Slovenia	46.24324417	14.4192524
682	682	Muller Group	Finland	Kajaani	87900	2 Jenifer Terrace	8	2 Jenifer Terrace 87900 Kajaani Finland	40.75703789	-75.75085972
683	683	Dare, Dare and Fadel	France	Romans-sur-Isère	26109 CEDEX	68 8th Road	6	68 8th Road 26109 CEDEX Romans-sur-Isère France	45.0529609	5.0639227
684	684	Block and Sons	Sweden	Bollstabruk	873 80	395 Bay Hill	8	395 Bay Hill 873 80 Bollstabruk Sweden	33.33569619	-80.39114373
685	685	Price Inc	Czech Republic	Zátor	793 16	4 Manufacturers Drive	5	4 Manufacturers Drive 793 16 Zátor Czech Republic	50.0444042	17.5867364
686	686	Daugherty-Cronin	Sweden	Stockholm	114 79	81 Duke Terrace	8	81 Duke Terrace 114 79 Stockholm Sweden	47.02201417	-68.09640903
687	687	Lubowitz-Bosco	Greece	Pentaplátano	NA	14352 Blackbird Alley	5	14352 Blackbird Alley  Pentaplátano Greece	40.81984711	22.41839218
688	688	Koss-Daniel	Czech Republic	Zlonice	273 71	30012 Vernon Place	5	30012 Vernon Place 273 71 Zlonice Czech Republic	50.2855072	14.09169483
689	689	Heidenreich, Miller and Brakus	Italy	Milano	20147	718 Forster Junction	6	718 Forster Junction 20147 Milano Italy	37.28339639	-121.96921837
690	690	Olson, Swift and Muller	Croatia	Jelsa	21465	69177 Chive Center	6	69177 Chive Center 21465 Jelsa Croatia	43.16156006	16.69258881
691	691	Balistreri-Nitzsche	Sweden	Bollnäs	821 41	26306 Holy Cross Circle	8	26306 Holy Cross Circle 821 41 Bollnäs Sweden	34.63373604	-80.88090235
692	692	Fay-Treutel	Sweden	Valbo	818 31	452 Carberry Point	8	452 Carberry Point 818 31 Valbo Sweden	60.6145026	16.9606004
693	693	Volkman Inc	France	Roissy Charles-de-Gaulle	95711 CEDEX 1	667 Scoville Terrace	6	667 Scoville Terrace 95711 CEDEX 1 Roissy Charles-de-Gaulle France	49.00585556	2.53782105
694	694	Heaney-Emard	Norway	Trondheim	7409	17090 Debra Parkway	8	17090 Debra Parkway 7409 Trondheim Norway	40.32793427	-77.16109467
695	695	Lebsack-Simonis	Czech Republic	Všetaty	270 21	4310 Browning Court	5	4310 Browning Court 270 21 Všetaty Czech Republic	50.0466856	13.7585172
696	696	Feest LLC	Greece	Néa Plágia	NA	85 Reinke Alley	5	85 Reinke Alley  Néa Plágia Greece	40.26536942	23.20376015
697	697	Hansen-Kessler	France	Grenoble	38009 CEDEX 1	861 Fieldstone Way	6	861 Fieldstone Way 38009 CEDEX 1 Grenoble France	45.19425583	5.73166895
698	698	Roberts Inc	France	Puteaux	92822 CEDEX	13 Heath Place	6	13 Heath Place 92822 CEDEX Puteaux France	48.88328552	2.23760176
699	699	Rolfson-Prohaska	Sweden	Solna	171 94	6 5th Place	8	6 5th Place 171 94 Solna Sweden	59.3519546	17.982796
700	700	Johns, Kerluke and Botsford	France	Saint-Lô	50009 CEDEX	93 Kensington Place	6	93 Kensington Place 50009 CEDEX Saint-Lô France	42.285687	-83.826852
701	701	Bashirian, VonRueden and Graham	Greece	Ayía Triás	NA	3605 Swallow Street	5	3605 Swallow Street  Ayía Triás Greece	38.98815536	21.82035255
702	702	Carroll-Doyle	Czech Republic	Bílovec	743 01	28633 Village Avenue	5	28633 Village Avenue 743 01 Bílovec Czech Republic	47.639385	-122.128265
703	703	Thompson, Feil and Cremin	Sweden	Solna	169 65	8 Stephen Alley	8	8 Stephen Alley 169 65 Solna Sweden	59.3585437	17.9990277
704	704	Stanton, Kris and Simonis	Czech Republic	Hrotovice	675 55	71257 Thackeray Hill	5	71257 Thackeray Hill 675 55 Hrotovice Czech Republic	37.82797355	-122.1968555
705	705	Kunde and Sons	Sweden	Avesta	774 24	7 Morning Circle	8	7 Morning Circle 774 24 Avesta Sweden	60.15429688	16.17169189
706	706	Williamson, Gerlach and Ondricka	Croatia	Gospić	53000	9 Lotheville Alley	6	9 Lotheville Alley 53000 Gospić Croatia	43.55225241	16.42890204
707	707	Lowe Group	France	Caen	14922 CEDEX 9	81 Washington Street	6	81 Washington Street 14922 CEDEX 9 Caen France	45.23975238	-93.25716894
708	708	Lebsack-Wintheiser	Sweden	Piteå	941 28	6 Northport Place	8	6 Northport Place 941 28 Piteå Sweden	65.2858667	21.4954391
709	709	Ziemann, Kiehn and Kovacek	France	Paris 14	75675 CEDEX 14	98669 Mcguire Street	6	98669 Mcguire Street 75675 CEDEX 14 Paris 14 France	48.83386	2.312404
710	710	O'Kon-Klocko	France	Istres	13807 CEDEX	09 Mifflin Plaza	6	09 Mifflin Plaza 13807 CEDEX Istres France	43.51267242	4.98776627
711	711	Greenfelder, Lesch and D'Amore	Sweden	Göteborg	405 33	6696 Shelley Lane	8	6696 Shelley Lane 405 33 Göteborg Sweden	57.70947266	11.96612549
712	712	Marvin, Ondricka and Volkman	Czech Republic	Slavkov u Brna	684 01	571 Sherman Crossing	5	571 Sherman Crossing 684 01 Slavkov u Brna Czech Republic	49.1543565	16.8805538
713	713	Strosin, Hayes and Hirthe	Sweden	Ed	668 92	27 Grim Lane	8	27 Grim Lane 668 92 Ed Sweden	41.68254006	-77.58779516
714	714	Mosciski-Fay	Spain	Sabadell	8204	5210 Dryden Trail	6	5210 Dryden Trail 8204 Sabadell Spain	41.59049335	2.2420932
715	715	Weissnat-Lehner	Spain	Pamplona/Iruña	31005	21159 Rieder Junction	6	21159 Rieder Junction 31005 Pamplona/Iruña Spain	42.80610275	-1.64086235
716	716	Rice-Ward	Sweden	Ånge	841 23	2317 Vermont Alley	8	2317 Vermont Alley 841 23 Ånge Sweden	34.12418306	-84.75255224
717	717	Luettgen Inc	Croatia	Imotski	21260	611 Marcy Hill	6	611 Marcy Hill 21260 Imotski Croatia	43.44700241	17.2172184
718	718	Upton, Lueilwitz and Kris	Slovenia	Vuzenica	2367	43 Jana Point	6	43 Jana Point 2367 Vuzenica Slovenia	46.59535217	15.16584778
719	719	Beier, Heaney and Upton	Croatia	Greda	44273	9 Artisan Crossing	6	9 Artisan Crossing 44273 Greda Croatia	45.5149542	16.2920392
720	720	Dibbert-Lakin	Sweden	Hisings Kärra	425 65	3702 Merry Crossing	8	3702 Merry Crossing 425 65 Hisings Kärra Sweden	57.79334259	11.99184036
